city,country,lat,lng,alliance
Turda,Romania,46.533333,23.8,WarsawPact
Zilisteanca,Romania,45.21667,25.98333,WarsawPact
Abakan,Russia,53.7166667,91.45,USSR
Achinsky District,Russia,56.2666667,90.4666667,USSR
Adler,Russia,43.45,39.9333333,USSR
Afrikanda,Russia,67.4666667,32.8,USSR
Alakurtti,Russia,66.9666667,30.35,USSR
Alapaevskiy,Russia,57.8666667,61.75,USSR
Aleksandrovsk-Sakhalinskiy,Russia,50.883333,142.166667,USSR
Alekseyevskoye,Russia,49.283333,140.266667,USSR
Allaikhovsky District,Russia,70.533333,147.75,USSR
Amderma,Russia,59.75,61.666667,USSR
Anadyrsky ,Russia,64.733333,177.783333,USSR
Anadyrsky ,Russia,64.8,177.6,USSR
Anadyrsky District,Russia,63.066667,179.366667,USSR
Anapa,Russia,44.866667,37.333333,USSR
Anivsky District,Russia,47.15,142.766667,USSR
Antonovka,Russia,44.383333,134.383333,USSR
Aramil,Russia,56.7,60.783333,USSR
Arkhangelsk ,Russia,64.433333,40.416667,USSR
Arkhangelsk ,Russia,64.466667,40.583333,USSR
Arkhangelsk ,Russia,64.533333,40.466667,USSR
Arkhangelsk ,Russia,64.583333,40.7,USSR
Arkhangelsk ,Russia,64.4,40.9,USSR
Arkhara,Russia,49.433333,130.066667,USSR
Arkharinsky District,Russia,49.683333,129.866667,USSR
Armavir,Russia,44.966667,41.116667,USSR
Artem,Russia,43.4,132.166667,USSR
Artem,Russia,43.366667,132.15,USSR
Arzamas,Russia,55.35,43.7,USSR
Astrakhan,Russia,46.283333,48,USSR
Atkarsky District,Russia,51.8,45.116667,USSR
Babstovo ,Russia,48.1,132.466667,USSR
Bada,Russia,51.4,109.866667,USSR
Bada,Russia,51.383333,109.866667,USSR
Balashov,Russia,51.533333,43.166667,USSR
Balashovsky District,Russia,51.633333,43.166667,USSR
Baltiyska,Russia,54.616667,19.883333,USSR
Barabinsk,Russia,55.366667,78.316667,USSR
Barnaul,Russia,53.333333,83.683333,USSR
Belogorsk,Russia,50.9,128.466667,USSR
Belomorsk,Russia,64.516667,34.766667,USSR
Belushya Guba,Russia,71.583333,52.466667,USSR
Berdsk,Russia,54.8,83.0166667,USSR
Berezniki,Russia,59.4166667,56.7,USSR
Berezniki,Russia,59.3833333,56.7833333,USSR
Beslan,Russia,43.183333,44.566667,USSR
Bezenchuksky District,Russia,52.95,49.383333,USSR
Bezenchuksky District,Russia,52.933333,49.616667,USSR
Bezhetsky District,Russia,57.716667,36.666667,USSR
Birobidzhan,Russia,48.75,132.966667,USSR
Birobidzhansky District,Russia,48.583333,133.05,USSR
Birofeld,Russia,48.35,132.783333,USSR
Blagoveshchensk,Russia,50.3,127.5,USSR
Bologovsky District,Russia,57.733333,34.133333,USSR
Borisoglebsk,Russia,51.383333,42.1,USSR
Borovichsky District,Russia,58.433333,33.883333,USSR
Borovsky District,Russia,55.216667,36.616667,USSR
Borzya,Russia,50.366667,116.433333,USSR
Bryansk,Russia,53.266667,34.35,USSR
Buguruslansky District,Russia,53.6,52.45,USSR
Bykovo,Russia,55.616667,38.05,USSR
Chaplino,Russia,64.4,172.283333,USSR
Chekunda,Russia,50.866667,132.3,USSR
Chelyabinsk,Russia,55.2,61.35,USSR
Chelyabinsk,Russia,55.133333,61.5,USSR
Chelyabinsk,Russia,55.15,61.35,USSR
Cherepovets,Russia,59.1,37.933333,USSR
Chernigovsky District,Russia,44.316667,132.55,USSR
Chernyakhovsk,Russia,54.616667,21.816667,USSR
Chernyshevka,Russia,44.183333,133.1,USSR
Chita,Russia,52.116667,113.5,USSR
Chita,Russia,52.033333,113.316667,USSR
Chita,Russia,52.066667,113.433333,USSR
Chita,Russia,52,113.5,USSR
Chitinsky District ,Russia,51.9,113.133333,USSR
Dalnerechensky District ,Russia,45.95,133.783333,USSR
Dikson,Russia,73.5,80.4,USSR
Dmitriyevka,Russia,44.4,132.666667,USSR
Dmitrovsky District,Russia,56.466667,37.45,USSR
Dnovsky District,Russia,57.783333,29.983333,USSR
Dolinsky District,Russia,47.25,142.766667,USSR
Dudinka,Russia,69.383333,86.183333,USSR
East Chernyshevka,Russia,44.2,133.016667,USSR
East Groznyy,Russia,43.283333,45.766667,USSR
East Kuybyshev,Russia,53.216667,50.333333,USSR
Elizovo,Russia,53.166667,158.483333,USSR
Engels,Russia,51.483333,46.166667,USSR
Filyovsky Park District,Russia,55.75,37.483333,USSR
Frolovsky District,Russia,49.75,43.7,USSR
Gatchina,Russia,59.55,30.1,USSR
Gdovsky District,Russia,58.766667,27.8,USSR
Gelendzhik,Russia,44.566667,38,USSR
Girvas,Russia,62.483333,33.733333,USSR
Gizhiga ,Russia,62.05,160.5,USSR
Golenki,Russia,44.033333,131.75,USSR
Groznyy,Russia,43.366667,45.65,USSR
Gryazinsky District,Russia,52.466667,39.933333,USSR
Gudermessky District,Russia,43.35,46.233333,USSR
Gumrak,Russia,48.783333,44.35,USSR
Guryevsk,Russia,54.783333,20.616667,USSR
Guryevsky District,Russia,54.683333,20.65,USSR
Hatsuma,Russia,49.4,142.883333,USSR
Igarka,Russia,67.433333,86.65,USSR
Irkutsk,Russia,52.366667,104.2,USSR
Irkutsk,Russia,52.266667,104.366667,USSR
Ivanovo,Russia,57.05,40.983333,USSR
Ivanovo,Russia,56.966667,40.966667,USSR
Ivanovskaya oblast,Russia,57,40.866667,USSR
Izhevsk,Russia,56.75,53.266667,USSR
Kakumabetsu,Russia,50.35,155.566667,USSR
Kaliningrad,Russia,54.733333,20.583333,USSR
Kaliningrad,Russia,54.766667,20.416667,USSR
Kaluga/Oreshovka,Russia,54.466667,36.066667,USSR
Kamchatskiy kray,Russia,53.166667,158.383333,USSR
Kamchatskiy kray,Russia,53.266667,158.183333,USSR
Kamchatskiy kray,Russia,53.3,158.266667,USSR
Kamen'-Rybolov,Russia,44.75,132.033333,USSR
Kami Shikuka,Russia,49.283333,142.933333,USSR
Kandalaksha,Russia,67.1,32.2,USSR
Karachevsky District,Russia,53.133333,34.9,USSR
Kataoka,Russia,50.733333,156.216667,USSR
Kazan,Russia,55.883333,49.15,USSR
Kemsky District,Russia,64.916667,34.283333,USSR
Khabarovsk,Russia,48.466667,135.15,USSR
Khabarovsk,Russia,48.433333,135.133333,USSR
Khabarovsk,Russia,48.45,135.2,USSR
Khabarovsk,Russia,48.533333,135.15,USSR
Khabarovsk,Russia,48.4,135.233333,USSR
Khabarovsk,Russia,48.45,135.4,USSR
Khabarovsk,Russia,48.55,135.3,USSR
Khada Bulak Station,Russia,50.6,116.333333,USSR
Khanskaya,Russia,44.683333,40.033333,USSR
Khatanga,Russia,71.966667,102.466667,USSR
Khorolsky District,Russia,44.433333,132.116667,USSR
Khorolsky District,Russia,44.45,132.133333,USSR
Khosta,Russia,43.516667,39.866667,USSR
Khrabrovo,Russia,54.883333,20.583333,USSR
Khvoynaya,Russia,59.883333,163.333333,USSR
Khvoyninsky District,Russia,58.9,34.583333,USSR
Kildin,Russia,69.316667,34.166667,USSR
Kimry,Russia,56.8,37.333333,USSR
Kinel-Cherkassky District,Russia,53.433333,51.583333,USSR
Kinelsky District,Russia,53.15,50.7,USSR
Kineshemsky District,Russia,57.416667,42.466667,USSR
Kirensky District,Russia,57.783333,108.083333,USSR
Kirov,Russia,58.6,49.733333,USSR
Kirovsk,Russia,67.583333,33.566667,USSR
Kirsanovsky District,Russia,52.666667,42.683333,USSR
Klimovsky District,Russia,52.333333,32.183333,USSR
Klinsky District,Russia,56.366667,36.733333,USSR
Knevichi,Russia,43.4,132.2,USSR
Kochenyovsky District,Russia,55.033333,82.25,USSR
Koksharovka,Russia,44.5,134.05,USSR
Kola,Russia,68.85,33.016667,USSR
Komsomolsk-on-Amur,Russia,50.6,137.066667,USSR
Komsomolsk-on-Amur,Russia,50.4,136.933333,USSR
Komsomolsk-on-Amur,Russia,50.7,136.866667,USSR
Konoshsky District,Russia,60.983333,40.2,USSR
Konotoro,Russia,47.283333,142,USSR
Konuma,Russia,47.066667,142.75,USSR
Koporye,Russia,59.7,29.033333,USSR
Korenovskiy,Russia,45.45,39.433333,USSR
Korkodon,Russia,63.866667,157.383333,USSR
Korsakov,Russia,46.616667,142.816667,USSR
Kosistyy,Russia,73.666667,109.733333,USSR
Kostroma,Russia,57.8,41.016667,USSR
Kotlas,Russia,61.25,46.783333,USSR
Kotly,Russia,59.6,28.766667,USSR
Krasnaya Polyana,Russia,56.033333,37.383333,USSR
Krasnodar,Russia,45.083333,38.966667,USSR
Krasnodar,Russia,45.033333,39.15,USSR
Krasnoyarsk,Russia,56.033333,92.9,USSR
Krasnoyarsk,Russia,55.983333,92.933333,USSR
Krasnyy Kut,Russia,44.516667,132.833333,USSR
Krechevitsy,Russia,58.616667,31.383333,USSR
Kremovo,Russia,44.05,132.283333,USSR
Kronshtadt,Russia,60.016667,29.7,USSR
Krymsk,Russia,44.95,38,USSR
Kubinka,Russia,55.616667,36.65,USSR
Kudom Guba,Russia,62.883333,32.4,USSR
Kudrovo,Russia,59.9,30.516667,USSR
Kuninkairisti,Russia,60.7,29.8,USSR
Kurabu,Russia,50.016667,155.4,USSR
Kurgan,Russia,55.433333,65.3,USSR
Kursk,Russia,51.733333,36.133333,USSR
Kursk Oblast,Russia,51.75,36.3,USSR
Kuybyshev,Russia,53.2,50.183333,USSR
Kuybyshevskiy rayon,Russia,53.116667,50.1,USSR
Kuzmina,Russia,56.016667,40.083333,USSR
Kuznetsk,Russia,53.1,46.6,USSR
Kyzyl Agach,Russia,39.083333,48.816667,USSR
Lavrentiya,Russia,65.583333,171,USSR
Lazarevo,Russia,48.25,132.45,USSR
Lazarevskoye,Russia,43.916667,39.35,USSR
Leningrad Civil,Russia,59.8,30.3,USSR
Leningrad/Alexandrovskaya,Russia,59.866667,30.3,USSR
Leningrad/Gorelovo,Russia,59.766667,30.083333,USSR
Leningrad/Gorskaya,Russia,60.033333,30.016667,USSR
Leningrad/Kamenka N.,Russia,60.05,30.183333,USSR
Leningrad/Kasimovo,Russia,60.2,30.333333,USSR
Leningrad/Kolomyagi,Russia,60,30.283333,USSR
Leningrad/Lesnoy,Russia,60.05,30.35,USSR
Leningrad/Levashovo,Russia,60.083333,30.2,USSR
Leningrad/Uglovo,Russia,60.066667,30.7,USSR
Leninskoye,Russia,47.966667,132.683333,USSR
Lipetsk,Russia,52.633333,39.466667,USSR
Lodeynoye Pole,Russia,60.716667,33.55,USSR
Luchki,Russia,44.2,132.216667,USSR
Lukhovitsky District,Russia,54.9,39.016667,USSR
Lyalichi,Russia,44.066667,132.383333,USSR
Lyubertsy,Russia,55.683333,37.866667,USSR
Lyubinskiy,Russia,55.15,72.683333,USSR
Lyublino,Russia,54.75,20.283333,USSR
Magadanskaya oblast,Russia,59.65,150.866667,USSR
Magadanskaya oblast,Russia,59.9,150.966667,USSR
Magdagachi,Russia,53.45,125.8,USSR
Magdagachinsky District,Russia,53.1,126.316667,USSR
Magnitogorsk,Russia,53.383333,59.083333,USSR
Makhachkala,Russia,43.016667,47.433333,USSR
Makhachkala/Uytash,Russia,42.816667,47.65,USSR
Malinovka,Russia,45.366667,134.35,USSR
Malovishersky District,Russia,58.816667,32.25,USSR
Mamonovo,Russia,54.466667,19.966667,USSR
Mariinsk,Russia,56.216667,87.783333,USSR
Mariinskoye,Russia,51.7,140.266667,USSR
Marinovka,Russia,48.666667,43.833333,USSR
Markovo,Russia,64.683333,170.433333,USSR
Matsuwa,Russia,48.05,153.25,USSR
Maykhe,Russia,43.416667,132.416667,USSR
Maytuga,Russia,52.983333,49.3,USSR
Medvezhyegorsky District,Russia,62.933333,34.566667,USSR
Mezensky District,Russia,65.866667,44.25,USSR
Miass,Russia,55,60.066667,USSR
Michurinsky District,Russia,52.933333,40.516667,USSR
Mikhaylovsky District,Russia,43.95,132.016667,USSR
Mikhaylovsky District,Russia,43.9,132.033333,USSR
Mikkolya,Russia,65.216667,31.65,USSR
Mineralnye Vody,Russia,44.216667,43.1,USSR
Mishutkino,Russia,55.4666667,37.0333333,USSR
Miyoshino,Russia,50.7,156.316667,USSR
Molotov S.E.,Russia,57.966667,56.3,USSR
Monchegorsk,Russia,67.983333,33.016667,USSR
Monino,Russia,55.833333,38.166667,USSR
Morozovsk,Russia,48.3666667,41.85,USSR
Morshansk,Russia,53.4666667,41.8166667,USSR
Morshansky District,Russia,53.433333,41.733333,USSR
Moscow,Russia,55.75,37.6166667,USSR
Moscow Oblast,Russia,55.616667,37.45,USSR
Moscow/Izmaylovo,Russia,55.8,37.8,USSR
Moscow/Khimki N.,Russia,55.916667,37.433333,USSR
Moskovskaya oblast,Russia,55.566667,37.983333,USSR
Moskva,Russia,55.783333,37.533333,USSR
Moskva,Russia,55.633333,37.6,USSR
Moskva,Russia,55.633333,37.4,USSR
Motovilikhinsky City District,Russia,58.05,56.266667,USSR
Mozdok E.,Russia,43.716667,44.9,USSR
Muksalma,Russia,65.033333,35.916667,USSR
Murmansk,Russia,69,33.116667,USSR
Murmansk Oblast,Russia,69.033333,33.416667,USSR
Murmanskaya oblast,Russia,69.016667,33.3,USSR
Murmanskaya oblast,Russia,68.816667,32.8,USSR
Murom,Russia,55.45,42.316667,USSR
Mys Chelyuskin,Russia,77.716667,104.266667,USSR
Mys Shmidta,Russia,68.883333,179.4,USSR
Mys Zhelaniya,Russia,76.933333,68.516667,USSR
Nagurskaya,Russia,80.783333,47.55,USSR
Nairo,Russia,49.1,142.966667,USSR
Naryan-Mar,Russia,67.616667,53.05,USSR
Nautsi,Russia,69.066667,29.166667,USSR
Nerchinskiy,Russia,52,116.533333,USSR
Nikiforovsky District,Russia,52.883333,40.816667,USSR
Nikolaevka,Russia,43.083333,133.2,USSR
Nikolayevsk,Russia,52.333333,117.016667,USSR
Nikolayevsky District,Russia,53.15,140.666667,USSR
Niskiy,Russia,67.433333,32.816667,USSR
Nizhnekolymskiy,Russia,68.75,161.35,USSR
Nizhny Novgorod,Russia,56.233333,43.966667,USSR
Nizhny Novgorod,Russia,56.316667,43.85,USSR
Nizhny Novgorod,Russia,56.233333,43.783333,USSR
Nizhny Tagil,Russia,57.9,60.1,USSR
Noginsk,Russia,55.916667,38.483333,USSR
North Maykop,Russia,44.63333,40.1,USSR
Novaya Ladoga,Russia,60.083333,32.333333,USSR
Novgorodsky District,Russia,58.55,31.333333,USSR
Novo Sysoyevka,Russia,44.216667,133.366667,USSR
Novocherkassk,Russia,47.45,40.133333,USSR
Novonezhino,Russia,43.216667,132.583333,USSR
Novonikolskoye,Russia,43.866667,131.866667,USSR
Novorossiyskoye,Russia,43.35,132.583333,USSR
Novosibirsk,Russia,55.083333,82.9,USSR
Novosibirskaya oblast,Russia,55.083333,82.983333,USSR
Novosibirskaya oblast,Russia,55,82.683333,USSR
Novozybkovsky District,Russia,52.516667,32,USSR
Obor,Russia,48.133333,135.7,USSR
Oerov/Gorokhovo,Russia,57.3,28.433333,USSR
Okhinsky District,Russia,53.6,142.966667,USSR
Okhotsky District,Russia,59.416667,143.033333,USSR
Olenya,Russia,68.166667,33.283333,USSR
Olonetsky District,Russia,61.05,32.983333,USSR
Olovyanninskiy,Russia,50.75,116.183333,USSR
Olovyanninsky District,Russia,51.016667,115.383333,USSR
Olyokminsky District,Russia,60.416667,120.433333,USSR
Omsk,Russia,54.95,73.35,USSR
Omsk,Russia,54.95,73.466667,USSR
Omsk,Russia,54.95,73.333333,USSR
Onega,Russia,63.916667,38.133333,USSR
Ordzhonikidzevskaya,Russia,43.316667,45.016667,USSR
Orenburg,Russia,51.816667,55.1,USSR
Orenburgskaya oblast,Russia,51.666667,55.066667,USSR
Oryol,Russia,53,36.033333,USSR
Oryol,Russia,52.933333,36,USSR
Osinovka,Russia,44.016667,132.216667,USSR
Ostafyevo,Russia,55.5,37.516667,USSR
Ostrov Vran/Somnitelnaya,Russia,70.95,179.566667,USSR
Oymyakon,Russia,63.466667,142.816667,USSR
Ozero Kulpyavr,Russia,69.1,32.4,USSR
Ozero Tavayarvi,Russia,66.1,30.1,USSR
Padali,Russia,50.216667,136.666667,USSR
Partizansky District,Russia,43.266667,133.3,USSR
Pechengsky District,Russia,69.4,31,USSR
Pereslavl'-Zalesskiy,Russia,56.716667,38.816667,USSR
Petergof,Russia,59.883333,29.9,USSR
Petrovka,Russia,43.166667,132.4,USSR
Petrovsky District,Russia,52.316667,45.483333,USSR
Petrozavodsk,Russia,61.833333,34.3,USSR
Petrozavodsk N. W.,Russia,61.883333,34.15,USSR
Pevek,Russia,69.7,170.333333,USSR
Plesetsky District,Russia,63.45,40.283333,USSR
Pochinkovsky District,Russia,54.366667,32.55,USSR
Pochinok,Russia,54.333333,32.483333,USSR
Podolsk,Russia,55.416667,37.483333,USSR
Pokrovka,Russia,43.95,131.666667,USSR
Polessk,Russia,54.85,21.15,USSR
Ponoy,Russia,67.1,41.133333,USSR
Priozersky District,Russia,61.05,30.116667,USSR
Prokhladnoye,Russia,43.333333,132.016667,USSR
Provideniya/Urelik,Russia,64.4,173.216667,USSR
Pskov,Russia,57.783333,28.383333,USSR
Pskovsky District,Russia,57.8,28.233333,USSR
Pushkinsky District,Russia,59.683333,30.35,USSR
Pzoeyevka,Russia,50.583333,128.966667,USSR
Ramenskoye,Russia,55.566667,38.133333,USSR
Redkino,Russia,52.533333,38.066667,USSR
Relbitsy,Russia,58.066667,30.083333,USSR
Rempeti,Russia,60.466667,28.766667,USSR
Romanovka,Russia,43.25,132.45,USSR
Romanovka W.,Russia,43.233333,132.316667,USSR
Ropsha,Russia,59.716667,29.833333,USSR
Rossoshansky District,Russia,50.133333,39.683333,USSR
Rostov,Russia,47.25,39.816667,USSR
Rostov,Russia,47.25,39.75,USSR
Rostov N. W.,Russia,47.283333,39.633333,USSR
Ruchi,Russia,66.016667,41.133333,USSR
Ryazansky District,Russia,54.633333,39.583333,USSR
Ryazhsk,Russia,53.7,40.016667,USSR
Rybachy,Russia,55.166667,20.85,USSR
Rybinsky District,Russia,58,38.833333,USSR
Rzhevsky District,Russia,56.266667,34.4,USSR
Sakkola,Russia,60.733333,30.116667,USSR
Salekhard,Russia,66.516667,66.65,USSR
Salmiyarvi,Russia,69.333333,29.983333,USSR
Salsky District,Russia,46.45,41.483333,USSR
Sandagou,Russia,44.083333,133.866667,USSR
Saratov,Russia,51.483333,45.95,USSR
Saratovsky District,Russia,51.533333,45.85,USSR
Sargol S. E.,Russia,51.133333,136.583333,USSR
Segezhsky District,Russia,63.766667,34.283333,USSR
Seliksa,Russia,53.266667,45.283333,USSR
Semenovka,Russia,44.15,133.266667,USSR
Serafimovka,Russia,43.883333,135.216667,USSR
Sergeyevka S.,Russia,43.316667,133.333333,USSR
Serpukhov,Russia,54.9,37.383333,USSR
Seryshevsky District,Russia,51.35,128.7,USSR
Seryshevsky District,Russia,51.116667,128.35,USSR
Seshcha,Russia,53.716667,33.35,USSR
"Sestroretsk, St. Petersburg",Russia,60.1,29.9666667,USSR
Severnyy,Russia,54.566667,20.6,USSR
Seymchan,Russia,62.883333,152.416667,USSR
Shchyolkovo,Russia,55.883333,38.05,USSR
Shchyolkovo,Russia,55.9,38.0333333,USSR
Shkotovsky District,Russia,43.316667,132.433333,USSR
Shonguy,Russia,68.75,33.15,USSR
Siverskiy,Russia,59.35,30.05,USSR
Smirnykhovskiy,Russia,49.733333,142.866667,USSR
Smolensk,Russia,54.833333,32.033333,USSR
Smyshlyaevka,Russia,53.233333,50.383333,USSR
Sochi,Russia,43.6,39.716667,USSR
Sofiyskoye,Russia,51.533333,139.95,USSR
Sokhondo,Russia,51.833333,112.516667,USSR
Sokolsky District,Russia,59.45,40.183333,USSR
Sortavala,Russia,61.733333,30.683333,USSR
South Rovskoye,Russia,50.683333,142.75,USSR
Sovetskaya,Russia,44.733333,41.216667,USSR
Sovetskaya Gavan/Vanino,Russia,49.033333,140.25,USSR
Sovetsko-Gavansky District,Russia,48.983333,140.333333,USSR
Sovetsky City District,Russia,55.783333,49.216667,USSR
Spassk-Dalny,Russia,44.583333,132.85,USSR
Spassky District,Russia,44.6,132.883333,USSR
Sredneakhtubinsky District,Russia,48.733333,44.866667,USSR
St. Petersburg,Russia,59.9333333,30.3333333,USSR
Staro Sysoyevka,Russia,44.183333,133.316667,USSR
Starorussky District,Russia,57.966667,31.383333,USSR
Stupino,Russia,54.883333,38.133333,USSR
Sukhaya Rechka,Russia,43.033333,131.55,USSR
Surazhevka,Russia,43.45,132.283333,USSR
Susumansky District,Russia,62.8,148.25,USSR
Suzdalsky District,Russia,56.25,40.6,USSR
Sychyovsky District,Russia,55.866667,34.283333,USSR
Syktyvkar,Russia,61.666667,50.85,USSR
Syzran/Alexandrovka,Russia,53.2,48.033333,USSR
Taganrog,Russia,47.2,38.866667,USSR
Taganrog,Russia,47.233333,38.85,USSR
Takhtamygda,Russia,54.116667,123.616667,USSR
Tambov,Russia,52.7,41.366667,USSR
Tanyurer,Russia,64.85,174.216667,USSR
Tatsinsky District,Russia,48.166667,41.3,USSR
Taybola,Russia,68.416667,33.35,USSR
Taybola N.W.,Russia,68.516667,33.25,USSR
Taygonos,Russia,63.416667,159.133333,USSR
Taymyr Gulf,Russia,76.25,98.883333,USSR
Tennei,Russia,44.916667,147.633333,USSR
Teykovo,Russia,56.85,40.516667,USSR
Tikhoretsk,Russia,45.866667,40.1,USSR
Tikshozero,Russia,64.083333,31.916667,USSR
Tiksi,Russia,71.683333,128.866667,USSR
Tofutsu,Russia,43.966667,145.7,USSR
Tomilino,Russia,55.0666667,37.9333333,USSR
Tomponskiy ,Russia,62.85,134.616667,USSR
Tomsk,Russia,56.516667,84.966667,USSR
Toro,Russia,49.183333,142.083333,USSR
Torzhok,Russia,57.05,35,USSR
Tula,Russia,54.233333,37.6,USSR
Tver,Russia,56.833333,35.75,USSR
Uelkal,Russia,65.516667,179.25,USSR
Ufa,Russia,54.75,56,USSR
Ufa,Russia,54.816667,56.166667,USSR
Uglovaya N.W.,Russia,43.333333,132.066667,USSR
Ukhta,Russia,65.166667,31.416667,USSR
Ukraina,Russia,51.133333,128.55,USSR
Ulan-Ude,Russia,51.816667,107.5,USSR
Ulan-Ude,Russia,51.85,107.733333,USSR
Ulyanovsk,Russia,54.3,48.333333,USSR
Unashi,Russia,42.966667,133.116667,USSR
Ura Guba,Russia,69.216667,32.716667,USSR
Uruppu,Russia,46.116667,150.516667,USSR
Usmansky District,Russia,52.033333,39.65,USSR
Usolsky District,Russia,52.9,103.583333,USSR
Usolsky District,Russia,52.65,103.85,USSR
Ussuriysk,Russia,43.833333,131.916667,USSR
Ussuriysk,Russia,43.766667,132,USSR
Velikoluksky District,Russia,56.383333,30.6,USSR
Verino,Russia,48,135.033333,USSR
Vladimirovka,Russia,48.3,46.2,USSR
Vladivostok,Russia,43.2,131.933333,USSR
Vnukovo,Russia,55.6,37.283333,USSR
Volgograd,Russia,48.75,44.5,USSR
Volodarsk,Russia,56.233333,43.183333,USSR
Vologodsky District,Russia,59.35,39.816667,USSR
Volokolamsk,Russia,56.1,35.866667,USSR
Volosovo N.,Russia,59.533333,29.466667,USSR
Volosovsky District,Russia,59.533333,29.583333,USSR
Volsky District,Russia,52.133333,46.966667,USSR
Vorkuta,Russia,67.483333,64.016667,USSR
Voronez,Russia,51.65,39.25,USSR
Voronez,Russia,51.7,39.166667,USSR
Voronez,Russia,51.616667,39.15,USSR
Voskresenka,Russia,44.566667,132.733333,USSR
Vozdvizhenka,Russia,43.916667,131.933333,USSR
Vozzhayevka,Russia,50.716667,128.716667,USSR
Vtoraya Rechka,Russia,43.166667,131.933333,USSR
Vvedenka,Russia,45.85,133.833333,USSR
Vyazemsky District,Russia,55.15,34.383333,USSR
Vyborgsky District,Russia,60.683333,29.166667,USSR
Vytegra,Russia,61.016667,36.45,USSR
West Loukhi,Russia,66.05,32.783333,USSR
Ya,Russia,67.583333,44.533333,USSR
Yakovlevsky District,Russia,44.266667,133.433333,USSR
Yakovlevsky District,Russia,44.283333,133.416667,USSR
Yakutsk,Russia,62.083333,129.8,USSR
Yamalsky District,Russia,67.683333,72.9,USSR
Yanino,Russia,59.95,30.566667,USSR
Yaroslavl,Russia,57.583333,39.9,USSR
Yaroslavl/Tunoshnoye,Russia,57.566667,40.15,USSR
Yedrovo,Russia,57.866667,33.666667,USSR
Yefremovsky District,Russia,53.166667,38.083333,USSR
Yekaterinburg,Russia,56.783333,60.633333,USSR
Yekaterinburg,Russia,56.75,60.816667,USSR
Yekaterinburg,Russia,56.916667,60.6,USSR
Yekaterinburg,Russia,56.8,60.7,USSR
Yeletsky District,Russia,52.633333,38.4,USSR
Yokanga,Russia,67.966667,39.566667,USSR
Yuzhno-Kurilsk,Russia,44.033333,145.866667,USSR
Yuzhno-Sakhalinsk,Russia,46.916667,142.733333,USSR
Yuzhno-Sakhalinsk,Russia,46.883333,142.716667,USSR
Zaliv Kresta,Russia,65.983333,178.8,USSR
Zaostrovye,Russia,54.95,20.25,USSR
Zavitinsk,Russia,50.133333,129.416667,USSR
Zelenogradsky District,Russia,54.933333,20,USSR
Zheleznodorozhny,Russia,54.4,21.316667,USSR
Zima,Russia,53.933333,102.016667,USSR
Zryanka,Russia,65.833333,150.866667,USSR
Kacha,Sevastopol,44.783333,33.55,USSR
Sevastopol,Sevastopol,44.583333,33.516667,USSR
Sevastopol/Belbek,Sevastopol,44.683333,33.566667,USSR
Sevastopol/Khersones,Sevastopol,44.566667,33.4,USSR
Shuli,Sevastopol,44.583333,33.75,USSR
Kosice-Barca,Slovakia,48.683333,21.233333,WarsawPact
Pie&scaron;&#357;any,Slovakia,48.616667,17.833333,WarsawPact
Sliac,Slovakia,48.633333,19.133333,WarsawPact
Trencin,Slovakia,48.866667,18.016667,WarsawPact
Dushanbe,Tajikistan,38.55,68.816667,USSR
Ashgabat,Turkmenistan,37.966667,58.366667,USSR
Balkan,Turkmenistan,37.633333,53.883333,USSR
Balkan,Turkmenistan,40.033333,53.35,USSR
Balkanabat,Turkmenistan,39.5,54.366667,USSR
Esenguly,Turkmenistan,37.466667,53.966667,USSR
Firjuza,Turkmenistan,37.916667,58.083333,USSR
Kara-Bogaz-Gol,Turkmenistan,41.05,52.916667,USSR
Mary,Turkmenistan,37.6,61.816667,USSR
Mary,Turkmenistan,37.616667,61.866667,USSR
Mary,Turkmenistan,35.833333,62.866667,USSR
Serdar,Turkmenistan,38.966667,56.266667,USSR
Tejen,Turkmenistan,37.366667,60.5,USSR
Turkmenabat,Turkmenistan,39.083333,63.583333,USSR
Turkmenbasy,Turkmenistan,40.05,53,USSR
Briyeni,Ukraine,45.833333,29.383333,USSR
Chepelevka,Ukraine,49.783333,30.416667,USSR
Chervonoarmeysk,Ukraine,50.15,25.283333,USSR
Gorlovka/Mikhaylovka,Ukraine,48.25,37.966667,USSR
Grakovo,Ukraine,49.7,36.8,USSR
Ivangorod,Ukraine,48.816667,29.783333,USSR
Izmail,Ukraine,45.366667,28.833333,USSR
Kadiyevka,Ukraine,48.633333,38.683333,USSR
Kochubyevka,Ukraine,49.75,35.083333,USSR
Kolomyya,Ukraine,48.533333,25.133333,USSR
Kovel,Ukraine,51.233333,24.716667,USSR
Kozin,Ukraine,50.233333,25.516667,USSR
Krasnograd,Ukraine,49.4,35.483333,USSR
Levedin,Ukraine,50.55,34.5,USSR
Luhansk,Ukraine,48.533333,39.383333,USSR
Ternopil's'kyi District,Ukraine,49.533333,25.65,USSR
Vasyl'kivs'kyi district,Ukraine,50.233333,30.316667,USSR
Volodymyr-Volyns'kyi district,Ukraine,50.916667,24.45,USSR
Yev/Bortnichi,Ukraine,50.383333,30.783333,USSR
Yev/Svyatoshina,Ukraine,50.433333,30.416667,USSR
Berdichiv,Ukraine,49.9,28.5833333,USSR
Berdychiv ,Ukraine,49.883333,28.516667,USSR
